id,data,label
8778,"Other than performance of the prevented obligations, the affected Party shall not be excused performance of all other obligations under the Contract.",OBLI-direct#OTHERS
8779,"However, the obligations of either Party to make payments due to the other Party under the Contract shall not be excused by an Exceptional Event.",OBLI-direct#OTHERS
8780,Each Party shall at all times use all reasonable endeavours to minimise any delay in the performance of the Contract as a result of an Exceptional Event.,OBLI-direct#OTHERS
8781,"If the Exceptional Event has a continuing effect, the affected Party shall give further Notices describing the effect every 28 days after giving the first Notice under Sub-Clause.",OBLI-direct#OTHERS
8782,The affected Party shall immediately give a Notice to the other Party when the affected Party ceases to be affected by the Exceptional Event.,OBLI-direct#OTHERS
8785,"If the execution of substantially all the Works in progress is prevented for a continuous period of 84 days by reason of an Exceptional Event of which Notice has been given under Sub-Clause, or for multiple periods which total more than 140 days due to the same Exceptional Event, then either Party may give to the other Party a Notice of termination of the Contract.",OBLI-direct#OTHERS
8786,"In this event, the date of termination shall be the date 7 days after the Notice is received by the other Party.",CONTRACTOR#OBLI-direct
8787,the Contractor shall proceed in accordance with Sub-Clause.,CONTRACTOR#OBLI-direct
8788,"After the date of termination the Contractor shall, as soon as practicable, submit detailed supporting particulars of the value of the work done, which shall include the amounts payable for any work carried out for which a price is stated in the Contract.",CONTRACTOR#OBLI-direct
8789,"After the date of termination the Contractor shall, as soon as practicable, submit detailed supporting particulars of the value of the work done, which shall include the Cost of Plant and Materials ordered for the Works which have been delivered to the Contractor, or of which the Contractor is liable to accept delivery.",CONTRACTOR#OBLI-direct
8790,This Plant and Materials shall become the property of the Employer when paid for by the Employer.,NON
8791,the Contractor shall place the same at the Employer’s disposal.,CONTRACTOR#OBLI-direct
8792,"After the date of termination the Contractor shall, as soon as practicable, submit detailed supporting particulars of the value of the work done, which shall include any other Cost or liability which in the circumstances was reasonably incurred by the Contractor in the expectation of completing the Works.",CONTRACTOR#OBLI-direct
8793,"After the date of termination the Contractor shall, as soon as practicable, submit detailed supporting particulars of the value of the work done, which shall include the Cost of removal of Temporary Works and Contractor’s Equipment from the Site and the return of these items to the Contractor’s place of business in the Contractor’s country.",CONTRACTOR#OBLI-direct
8794,"After the date of termination the Contractor shall, as soon as practicable, submit detailed supporting particulars of the value of the work done, which shall include the Cost of repatriation of the Contractor’s staff and labour employed wholly in connection with the Works at the date of termination.",CONTRACTOR#OBLI-direct
8795,The Employer’s Representative shall then proceed under Sub-Clause to agree or determine the value of work done.,OBLI-direct#OTHERS
8796,"The Employer shall issue a Notice, under Sub-Clause, for the amount so agreed or determined, without the need for the Contractor to submit a Statement.",EMPLOYER#OBLI-direct
8797,any event arises outside the control of the Parties which makes it impossible or unlawful for either Party or both Parties to fulfill their contractual obligations.,NON
8798,"any event arises outside the control of the Parties which under the law governing the Contract, entitles the Parties to be released from further performance of the Contract.",NON
8799,"and if the Parties are unable to agree on an amendment to the Contract that would permit the continued performance of the Contract, then after either Party gives a Notice to the other Party of such event, the Parties shall be discharged from further performance, and without prejudice to the rights of either Party in respect of any previous breach of the Contract.",OBLI-direct#OTHERS
8800,"and if the Parties are unable to agree on an amendment to the Contract that would permit the continued performance of the Contract, then after either Party gives a Notice to the other Party of such event, the amount payable by the Employer to the Contractor shall be the same as would have been payable under Sub-Clause, and such amount shall be paid by the Employer, as if the Contract had been terminated under that Sub-Clause.",EMPLOYER#OBLI-explain
8801,"Without limiting either Party’s obligations or responsibilities under the Contract, the Contractor shall effect and maintain all insurances for which the Contractor is responsible with insurers and in terms, both of which shall be subject to consent by the Employer.",CONTRACTOR#OBLI-direct
8802,These terms shall be consistent with terms agreed by both Parties before the date that both Parties signed the Contract Agreement.,NON
8803,The insurances required to be provided under this Clause are the minimum required by the Employer.,NON
8804,"the Contractor may, at the Contractor’s own cost, add such other insurances that the Contractor may deem prudent.",NON
8805,"Whenever required by the Employer, the Contractor shall produce the insurance policies which the Contractor is required to effect under the Contract.",CONTRACTOR#OBLI-direct
8806,"As each premium is paid, the Contractor shall promptly submit either a copy of each receipt of payment to the Employer, or confirmation from the insurers that the premium has been paid.",CONTRACTOR#OBLI-direct
8807,"If the Contractor fails to effect and keep in force any of the insurances required under Sub-Clause then, and in any such case, the Employer may effect and keep in force such insurances and pay any premium as may be necessary and recover the same from the Contractor from time to time by deducting the amount so paid from any moneys due to the Contractor or otherwise recover the same as a debt from the Contractor.",CONTRACTOR#OBLI-explain
8808,The provisions of Clause shall not apply to this Sub-Clause.,NON
8809,"If either the Contractor or the Employer fails to comply with any condition of the insurances effected under the Contract, the Party so failing to comply shall indemnify the other Party against all direct losses and claims arising from such failure.",CONTRACTOR#EMPLOYER#OBLI-direct
8810,"The Contractor shall also be responsible for the following notifying the insurers of any changes in the nature, extent or programme for the execution of the Works.",CONTRACTOR#OBLI-direct
8811,The Contractor shall also be responsible for the following the adequacy and validity of the insurances in accordance with the Contract at all times during the performance of the Contract.,CONTRACTOR#OBLI-direct
8812,The permitted deductible limits allowed in any policy shall not exceed the amounts stated in the Contract Data.,NON
8813,"Where there is a shared liability the loss shall be borne by each Party in proportion to each Party’s liability, provided the non-recovery from insurers has not been caused by a breach of this Clause by the Contractor or the Employer.",OBLI-direct#OTHERS
8814,"In the event that non-recovery from insurers has been caused by such a breach, the defaulting Party shall bear the loss suffered.",OBLI-direct#OTHERS
8815,The Contractor shall provide the following insurances:,CONTRACTOR#OBLI-direct
8816,The Contractor shall insure and keep insured in the joint names of the Contractor and the Employer from the Commencement Date until the date of the issue of the Taking-Over Certificate for the Works:,CONTRACTOR#OBLI-direct
8817,"the Works and Contractor’s Documents, together with Materials and Plant for incorporation in the Works, for their full replacement value.",NON
8818,The insurance cover shall extend to include loss and damage of any part of the Works as a consequence of failure of elements defectively designed or constructed with defective material or workmanship.,NON
8819,"The insurance cover shall extend to include an additional amount of ffteen percent of such replacement value to cover any additional costs incidental to the rectification of loss or damage, including professional fees and the cost of demolition and removal of debris.",NON
8820,The insurance cover shall cover the Employer and the Contractor against all loss or damage from whatever cause arising until the issue of the Taking-Over Certificate for the Works.,NON
8821,"Thereafter, the insurance shall continue until the date of the issue of the Performance Certificate in respect of any incomplete work for loss or damage arising from any cause occurring before the date of the issue of the Taking-Over Certificate for the Works, and for any loss or damage occasioned by the Contractor in the course of any operation carried out by the Contractor for the purpose of complying with the Contractor’s obligations under Clause.",NON
8822,"However, the insurance cover provided by the Contractor for the Works may exclude the cost of making good any part of the Works which is defective or otherwise does not comply with the Contract, provided that it does not exclude the cost of making good any loss or damage to any other part of the Works attributable to such defect or non-compliance.",CONTRACTOR#OBLI-direct
8823,"However, the insurance cover provided by the Contractor for the Works may exclude indirect or consequential loss or damage including any reductions in the Contract Price for delay.",CONTRACTOR#OBLI-explain
8824,"However, the insurance cover provided by the Contractor for the Works may exclude wear and tear, shortages and pilferages.",CONTRACTOR#OBLI-explain
8825,"However, the insurance cover provided by the Contractor for the Works may exclude unless otherwise stated in the Contract Data, the risks arising from Exceptional Events.",CONTRACTOR#OBLI-explain
8826,"The Contractor shall insure, in the joint names of the Contractor and the Employer, the Goods and other things brought to Site by the Contractor to the extent specified and amount stated in the Contract Data.",CONTRACTOR#OBLI-direct
8827,The Contractor shall maintain this insurance from the time the Goods are delivered to the Site until they are no longer required for the Works.,CONTRACTOR#OBLI-direct
8828,"To the extent, if any, that the Contractor is responsible for the design of part of the Permanent Works under Sub-Clause, and any other design under the Contract, and consistent with the indemnities specified in Clause.",CONTRACTOR#OBLI-direct
8829,"the Contractor shall effect and maintain professional indemnity insurance against liability arising out of any act, error or omission by the Contractor in carrying out the Contractor’s design obligations in an amount not less than that stated in the Contract Data.",CONTRACTOR#OBLI-direct
8830,"if stated in the Contract Data, such professional indemnity insurance shall also indemnify the Contractor against liability arising out of any act, error or omission by the Contractor in carrying out the Contractor’s design obligations under the Contract that results in the Works, when completed, not being ft for the purpose for which they are intended under Sub-Clause.",NON
8831,The Contractor shall maintain this insurance for the period specified in the Contract Data.,CONTRACTOR#OBLI-direct
8832,"The Contractor shall insure, in the joint names of the Contractor and the Employer, against liabilities for death or injury to any person, or loss of or damage to any property arising out of the performance of the Contract and occurring before the issue of the Performance Certificate, other than loss or damage caused by an Exceptional Event.",CONTRACTOR#OBLI-direct
8833,The insurance policy shall include a cross liability clause such that the insurance shall apply to the Contractor and the Employer as separate insureds.,NON
8834,Such insurance shall be effected before the Contractor begins any work on the Site and shall remain in force until the issue of the Performance Certificate and shall be for not less than the amount stated in the Contract Data.,NON
8835,"The Contractor shall effect and maintain insurance against liability for claims, damages, losses and expenses arising out of the execution of the Works in respect of injury, sickness, disease or death of any person employed by the Contractor or any of the Contractor’s other personnel.",CONTRACTOR#OBLI-direct
8836,"The Employer shall also be indemnified under the policy of insurance, except that this insurance may exclude losses and claims to the extent that they arise from any act or neglect of the Employer or of the Employer’s Personnel.",CONTRACTOR#OBLI-direct
8837,The insurance shall be maintained in full force and effect during the whole time that the Contractor’s Personnel are assisting in the execution of the Works.,CONTRACTOR#OBLI-direct
8838,"For any person employed by a Subcontractor, the insurance may be effected by the Subcontractor, but the Contractor shall be responsible for the Subcontractor’s compliance with this Sub-Clause.",CONTRACTOR#OBLI-direct
8839,"The Contractor shall provide all other insurances required by the Laws of the countries where the Works are being carried out, at the Contractor’s own cost.",CONTRACTOR#OBLI-direct
8840,"Other insurances required by local practice shall be detailed in the Contract Data and the Contractor shall provide such insurances in compliance with the details given, at the Contractor’s own cost.",CONTRACTOR#OBLI-direct
8841,A Claim may arise if the Employer considers that the Employer is entitled to any additional payment from the Contractor and/ or to an extension of the DNP.,NON
8842,A Claim may arise if the Contractor considers that the Contractor is entitled to any additional payment from the Employer and to EOT.,NON
8843,if either Party considers that he/she is entitled to another entitlement or relief against the other Party.,NON
8844,Such other entitlement or relief may be of any kind whatsoever except to the extent that it involves any entitlement referred to in sub-paragraphs above.,NON
8845,"In the case of a Claim under sub-paragraphabove, Sub-Clause shall apply.",NON
8846,"In the case of a Claim under sub-paragraph above, where the other Party has disagreed with the requested entitlement or relief, a Dispute shall not be deemed to have arisen but the claiming Party may, by giving a Notice refer the Claim to the Employer’s Representative and Sub-Clause shall apply.",NON
8847,This Notice shall be given as soon as practicable after the claiming Party becomes aware of the disagreement and shall include details of the claiming Party’s case and the other Party’s disagreement.,NON
8848,"If either Party considers that he/she is entitled to any additional payment by the other Party and to EOT or an extension of the DNP under any Clause of these Conditions or otherwise in connection with the Contract, the following Claim procedure shall apply:",NON
8849,"The claiming Party shall give a Notice to the other Party, describing the event or circumstance giving rise to the cost, loss, delay or extension of DNP for which the Claim is made as soon as practicable, and no later than 28 days after the claiming Party became aware, or should have become aware, of the event or circumstance.",OBLI-direct#OTHERS
8850,"If the claiming Party fails to give a Notice of Claim within this period of 28 days, the claiming Party shall not be entitled to any additional payment, the Contract Price shall not be reduced, the Time for Completion or the DNP shall not be extended.",NON
8851,the other Party shall be discharged from any liability in connection with the event or circumstance giving rise to the Claim.,OBLI-direct#OTHERS
8852,"If the other Party considers that the claiming Party has failed to give the Notice of Claim within the period of 28 days under Sub-Clause the other Party shall, within 14 days after receiving the Notice of Claim, give a Notice to the claiming Party accordingly.",OBLI-direct#OTHERS
8853,"If the other Party does not give such a Notice within this period of 14 days, the Notice of Claim shall be deemed to be a valid Notice.",NON
8854,"If the claiming Party receives a Notice from the other Party under this Sub-Clause and disagrees with the other Party or considers there are circumstances which justify late submission of the Notice of Claim, the claiming Party shall include in its fully detailed Claim under Sub-Clause details of such disagreement or why such late submission is justified.",OBLI-direct#OTHERS
8855,"In this Sub-Clause, “contemporary records” means records that are prepared or generated at the same time, or immediately after, the event or circumstance giving rise to the Claim.",NON
8856,The claiming Party shall keep such contemporary records as may be necessary to substantiate the Claim.,OBLI-direct#OTHERS
8857,"Without admitting the Employer’s liability, the Employer may monitor the Contractor’s contemporary records and instruct the Contractor to keep additional contemporary records.",EMPLOYER#OBLI-explain
8858,"The Contractor shall permit the Employer to inspect all these records during normal working hours, and shall if instructed submit copies to the Employer.",CONTRACTOR#OBLI-direct
8859,"Such monitoring, inspection or instruction by the Employer shall not imply acceptance of the accuracy or completeness of the Contractor’s contemporary records.",NON
8860,"In this Sub-Clause, “fully detailed Claim” means a submission which includes a detailed description of the event or circumstance giving rise to the Claim.",NON
8861,"In this Sub-Clause, “fully detailed Claim” means a submission which includes a statement of the contractual and other legal basis of the Claim.",NON
8862,"In this Sub-Clause, “fully detailed Claim” means a submission which includes all contemporary records on which the claiming Party relies.",NON
8863,"“fully detailed Claim” means a submission which includes detailed supporting particulars of the amount of additional payment claimed, and EOT claimed or extension of the DNP claimed.",NON
8864,"Within either 84 days after the claiming Party became aware, or should have become aware, of the event or circumstance giving rise to the Claim, such other period as may be proposed by the claiming Party and agreed by the other Party.",NON
8865,the claiming Party shall submit to the Employer’s Representative a fully detailed Claim.,OBLI-direct#OTHERS
8866,"If within this time limit the claiming Party fails to submit the statement under sub-paragraph above, the Notice of Claim shall be deemed to have lapsed, it shall no longer be considered as a valid Notice.",NON
8867,"the Employer’s Representative shall, within 14 days after this time limit has expired, give a Notice to the claiming Party accordingly.",OBLI-direct#OTHERS
8868,"If the Employer’s Representative does not give such a Notice within this period of 14 days, the Notice of Claim shall be deemed to be a valid Notice.",NON
8869,If the other Party disagrees with such deemed valid Notice of Claim the other Party shall give a Notice to the Employer’s Representative which shall include details of the disagreement.,OBLI-direct#OTHERS
8870,"Thereafter, the agreement or determination of the Claim under Sub-Clause shall include a review by the Employer’s Representative of such disagreement.",OBLI-explain#OTHERS
8871,"If the claiming Party receives a Notice from the other Party under this Sub-Clauseand if the claiming Party disagrees with such Notice or considers there are circumstances which justify late submission of the statement under sub-paragraph above, the fully detailed claim shall include details of the claiming Party’s disagreement or why such late submission is justified.",NON
8872,"If the event or circumstance giving rise to the Claim has a continuing effect, Sub-Clause shall apply.",NON
8873,"After receiving a fully detailed Claim under Sub-Clause, or an interim or final fully detailed Claim under Sub-Clause, the Employer’s Representative shall proceed under Sub-Clause to agree or determine the additional payment to which the claiming Party is entitled.",OBLI-direct#OTHERS
8876,The agreement or determination of the Claim shall include whether or not the Notice of Claim shall be treated as a valid Notice taking account of the details included in the fully detailed claim of the claiming Party’s disagreement with such Notice or why late submission is justified.,NON
8877,The circumstances which may be taken into account may include whether or to what extent the other Party would be prejudiced by acceptance of the late submission.,NON
8878,"The circumstances which may be taken into account may include in the case of the time limit under Sub-Clause, any evidence of the other Party’s prior knowledge of the event or circumstance giving rise to the Claim, which the claiming Party may include in its supporting particulars.",NON
8879,"The circumstances which may be taken into account may include in the case of the time limit under Sub-Clause, any evidence of the other Party’s prior knowledge of the contractual and other legal basis of the Claim, which the claiming Party may include in its supporting particulars.",NON
8880,"If, having received the fully detailed Claim under Sub-Clause, or in the case of a Claim under Sub-Clause an interim or final fully detailed Claim, the Employer’s Representative requires necessary additional particulars:",NON
8881,"he/she shall promptly give a Notice to the Contractor, describing the additional particulars and the reasons for requiring them.",OBLI-direct#OTHERS
8882,"he/she shall nevertheless give his/her response on the contractual or other basis of the Claim, by giving a Notice to the Contractor, within the time limit for agreement under Sub-Clause.",OBLI-direct#OTHERS
8883,"as soon as practicable after receiving the Notice under sub-paragraph above, the Contractor shall submit the additional particulars.",CONTRACTOR#OBLI-direct
8884,the Employer’s Representative shall then proceed under Sub-Clause to agree or determine the matters under sub-paragraphs above.,OBLI-direct#OTHERS
8885,If the event or circumstance giving rise to a Claim under this Sub-Clausehas a continuing effect:,NON
8886,the fully detailed Claim submitted under Sub-Clause shall be considered as interim.,NON
8887,"in respect of this first interim fully detailed Claim, the Employer’s Representative shall give his/her response on the contractual or other legal basis of the Claim, by giving a Notice to the claiming Party, within the time limit for agreement under Sub-Clause.",OBLI-direct#OTHERS
8888,"after submitting the first interim fully detailed Claim the claiming Party shall submit further interim fully detailed Claims at monthly intervals, giving the accumulated amount of additional payment claimed, and extension of time claimed or extension of the DNP.",OBLI-direct#OTHERS
8889,"the claiming Party shall submit a final fully detailed Claim within 28 days after the end of the effects resulting from the event or circumstance, or within such other period as may be proposed by the claiming Party and agreed by the other Party.",OBLI-direct#OTHERS
8890,"This final fully detailed Claim shall give the total amount of additional payment claimed, and extension of time claimed or extension of the DNP.",NON
8891,"After receiving the Notice of Claim, and until the Claim is agreed or determined under Sub-Clause, in each payment under Sub-Clause the Employer shall include such amounts for any Claim as have been reasonably substantiated as due to the claiming Party under the relevant provision of the Contract.",EMPLOYER#OBLI-direct
8892,"The Employer shall only be entitled to claim any payment from the Contractor and to extend the DNP, or set off against or make any deduction from any amount due to the Contractor, by complying with this Sub-Clause.",NON
8893,The requirements of this Sub-Clauseare in addition to those of any other Sub-Clause which may apply to the Claim.,NON
8894,"If the claiming Party fails to comply with this or any other Sub-Clause in relation to the Claim, any additional payment and any EOT or extension of the DNP, shall take account of the extent to which the failure has prevented or prejudiced proper investigation of the Claim by the Employer’s Representative.",OBLI-direct#OTHERS
8895,Disputes shall be decided by a DAAB in accordance with Sub-Clause.,NON
8896,The Parties shall jointly appoint the member of the DAAB within the time stated in the Contract Data after the date that both Parties have signed the Contract Agreement.,OBLI-direct#OTHERS
8897,"The DAAB shall comprise, as stated in the Contract Data, either one suitably qualified member or three suitably qualified members.",NON
8898,"If the number is not so stated, and the Parties do not agree otherwise, the DAAB shall comprise three members.",NON
8899,"The sole member or three members shall be selected from those named in the list in the Contract Data, other than anyone who is unable or unwilling to accept appointment to the DAAB.",OBLI-explain#OTHERS
8900,"If the DAAB is to comprise three members, each Party shall select one member for the agreement of the other Party.",OBLI-direct#OTHERS
8901,"The Parties shall consult both these members and shall agree the third member, who shall be appointed to act as chairperson.",OBLI-direct#OTHERS
8902,The DAAB shall be deemed to be constituted on the date that the Parties and the sole member or the three members of the DAAB have all signed a DAAB Agreement.,NON
8903,"The terms of the remuneration of either the sole member or each of the three members, including the remuneration of any expert whom the DAAB consults, shall be mutually agreed by the Parties when agreeing the terms of the DAAB Agreement.",NON
8904,Each Party shall be responsible for paying one-half of this remuneration.,EMPLOYER#OBLI-direct
8905,"If at any time the Parties so agree, they may appoint a suitably qualified person or persons to replace any one or more members of the DAAB.",NON
8906,"Unless the Parties agree otherwise, a replacement DAAB member shall be appointed if a member declines to act or is unable to act as a result of death, illness, disability, resignation or termination of appointment.",NON
8907,"The replacement member shall be appointed in the same manner as the replaced member was required to have been selected or agreed, as described in this Sub-Clause.",NON
8908,"The appointment of any member may be terminated by mutual agreement of both Parties, but not by the Employer or the Contractor acting alone.",NON
8909,"Unless otherwise agreed by both Parties, the term of the DAAB shall expire on the date the discharge shall have become, or deemed to have become, effective under Sub-Clause.",NON
8910,"Unless otherwise agreed by both Parties, the term of the DAAB shall expire 28 days after the DAAB has given its decision on all Disputes, referred to it under Sub-Clause before such discharge has become effective.",NON
8911,"However, if the Contract is terminated under any Sub-Clause of these Conditions or otherwise, the term of the DAAB shall expire 28 days after the DAAB has given its decision on all Disputes, which were referred to it within 224 days after the date of termination.",NON
8912,"or However, if the Contract is terminated under any Sub-Clause of these Conditions or otherwise, the term of the DAAB shall expire 28 days after the date that the Parties reach a final agreement on all matters in connection with the termination whichever is earlier.",NON
8913,"If any of the following conditions apply, namely if the DAAB is to comprise a sole member, the Parties fail to agree the appointment of this member by the date stated in the first paragraph of Sub-Clause.",NON
8914,"If any of the following conditions apply, namely if the DAAB is to comprise three persons, and if by the date stated in the first paragraph of Sub-Clause, the Parties fail to agree the appointment of a replacement within 42 days after the date on which the sole member or one of the three members declines to act or is unable to act as a result of death, illness, disability, resignation, or termination of appointment.",NON
8915,"if, after the Parties have agreed the appointment of the member or replacement, such appointment cannot be effected because one Party refuses or fails to sign a DAAB Agreement with any such member or replacement within 14 days of the other Party’s request to do so, then the appointing entity or official named in the Contract Data shall, at the request of either or both Parties and after due consultation with both Parties, appoint the member of the DAAB above, shall be the agreed member or replacement.",NON
8916,This appointment shall be final and conclusive.,NON
8917,"Thereafter, the Parties and the member so appointed shall be deemed to have signed and be bound by a DAAB Agreement under which the monthly services fee and daily fee shall be as stated in the terms of the appointment.",OBLI-direct#OTHERS
8918,"Thereafter, the Parties and the member so appointed shall be deemed to have signed and be bound by a DAAB Agreement under which the law governing the DAAB Agreement shall be the governing law of the Contract defined in Sub-Clause.",OBLI-direct#OTHERS
8919,Each Party shall be responsible for paying one-half of the remuneration of the appointing entity or official.,OBLI-direct#OTHERS
8920,"If the Contractor pays the remuneration in full, the Contractor shall include one-half of the amount of such remuneration in a Statement and the Employer shall then pay the Contractor in accordance with the Contract.",CONTRACTOR#OBLI-direct
8921,"If the Employer pays the remuneration in full, the Employer shall include one-half of the amount of such remuneration as a deduction under Sub-Clause.",CONTRACTOR#OBLI-direct
8922,"If the Parties so agree, they may jointly request the DAAB to provide assistance and informally discuss and attempt to resolve any issue or disagreement that may have arisen between them during the performance of the Contract.",OBLI-direct#OTHERS
8923,"If the DAAB becomes aware of an issue or disagreement, it may invite the Parties to make such a joint request.",NON
8924,"Such joint request may be made at any time, except during the period that the Employer’s Representative is carrying out his/her duties under Sub-Clause on the matter at issue or in disagreement unless the Parties agree otherwise.",NON
8925,"Such informal assistance may take place during any meeting, Site visit or otherwise.",NON
8926,"However, unless the Parties agree otherwise, both Parties shall be present at such discussions.",OBLI-direct#OTHERS
8927,"The Parties are not bound to act on any advice given during such informal meetings, and the DAAB shall not be bound in any future Dispute resolution process or decision by any views or advice given during the informal assistance process, whether provided orally or in writing.",OBLI-direct#OTHERS
8928,If a Dispute arises between the Parties then either Party may refer the Dispute to the DAAB for its decision and the following provisions shall apply.,NON
8929,"The reference of a Dispute to the DAAB shall, if Sub-Clause applied to the subject matter of the Dispute, be made within 42 days of the date of the relevant NOD under Sub-Clause.",OBLI-direct#OTHERS
8930,"If the Dispute is not referred to the DAAB within this period of 42 days, such NOD shall be deemed to have lapsed and no longer be valid.",NON
8931,The reference of a Dispute to the DAAB shall set out the referring Party’s case relating to the Dispute.,NON
8932,"The reference of a Dispute to the DAAB shall be in writing, with a copy to the other Party.",NON
8933,"The reference of a Dispute to the DAAB shall for a DAAB of three persons, be deemed to have been received by the DAAB on the date it is received by the chairperson of the DAAB.",NON
8934,"The reference of a Dispute to the DAAB under this Sub-Clause shall, unless prohibited by law, be deemed to interrupt the running of any applicable statute of limitation or prescription period.",NON
8935,"Both Parties shall promptly make available to the DAAB all information, access to the Site, and appropriate facilities, as the DAAB may require for the purposes of making a decision on the Dispute.",OBLI-direct#OTHERS
8936,"Unless the Contract has already been abandoned or terminated, the Parties shall continue to perform their obligations in accordance with the Contract.",OBLI-direct#OTHERS
8937,The DAAB shall complete and give its decision within 84 days after receiving the reference.,OBLI-direct#OTHERS
8938,such period as may be proposed by the DAAB and agreed by both Parties.,NON
8939,"However, if at the end of this period, the due date for payment of any DAAB member’s invoice has passed but such invoice remains unpaid, the DAAB shall not be obliged to give its decision until such outstanding invoice has/have been paid in full, in which case the DAAB shall give its decision as soon as practicable after payment has been received.",OBLI-direct#OTHERS
8940,"The decision shall be given in writing to both Parties, shall be reasoned, and shall state that it is given under this Sub-Clause.",OBLI-direct#OTHERS
8941,"The decision shall be binding on both Parties, who shall promptly comply with it whether or not a Party gives a NOD with respect to such decision under this Sub-Clause.",OBLI-direct#OTHERS
8942,"If the decision of the DAAB requires a payment of an amount by one Party to the other Party subject to sub-paragraph below, this amount shall be immediately due and payable without any Statement or Notice.",OBLI-direct#OTHERS
8943,"the DAAB may, at the request of a Party but only if there are reasonable grounds for the DAAB to believe that the payee will be unable to repay such amount in the event that the decision is reversed under Sub-Clause, require the payee to provide an appropriate security in respect of such amount.",OBLI-explain#OTHERS
8944,The DAAB proceeding shall not be deemed to be an arbitration and the DAAB shall not act as arbitrator.,NON
8945,"If either Party is dissatisfied with the DAAB’s decision, such Party may give a NOD to the other Party, with a copy to the DAAB.",OBLI-direct#OTHERS
8946,this NOD shall state that it is a “Notice of Dissatisfaction with the DAAB’s Decision” and shall set out the matter in Dispute and the reason for dissatisfaction.,NON
8947,this NOD shall be given within 28 days after receiving the DAAB’s decision.,NON
8948,"If the DAAB fails to give its decision within the period stated in Sub-Clause, then either Party may, within 28 days after this period has expired, give a NOD to the other Party in accordance with sub-paragraphs above.",NON
8949,"Except as stated in the last paragraph, neither Party shall be entitled to commence arbitration of a Dispute unless a NOD in respect of that Dispute has been given in accordance with this Sub-Clause.",NON
8950,"If the DAAB has given its decision as to a matter in Dispute to both Parties, and no NOD under this Sub-Clausehas been given by either Party within 28 days after receiving the DAAB’s decision, then the decision shall become final and binding on both Parties.",NON
8951,If the dissatisfied Party is dissatisfied with only part of the DAAB’s decision:,NON
8952,this part shall be clearly identified in the NOD.,NON
8953,"this part, and any other parts of the decision that are affected by such part or rely on such part for completeness, shall be deemed to be severable from the remainder of the decision.",NON
8954,the remainder of the decision shall become final and binding on both Parties as if the NOD had not been given.,NON
8955,"Where a NOD has been given under Sub-Clause, both Parties shall attempt to settle the Dispute amicably before the commencement of arbitration.",OBLI-direct#OTHERS
8956,"However, unless both Parties agree otherwise, arbitration may be commenced on or after the twenty-eighth day after the day on which this NOD was given, even if no attempt at amicable settlement has been made.",NON
8957,"Unless settled amicably, and subject to Sub-Clause, any Dispute in respect of which the DAAB’s decision has not become final and binding shall be finally settled by international arbitration.",NON
8958,Unless otherwise agreed by both Parties:,NON
8959,the Dispute shall be finally settled under the Rules of Arbitration of the International Chamber of Commerce.,NON
8960,the Dispute shall be settled by one or three arbitrators appointed in accordance with these Rules.,OBLI-explain#OTHERS
8961,the arbitration shall be conducted in the ruling language defined in Sub-Clause.,OBLI-direct#OTHERS
8962,"The arbitrator shall have full power to open up, review and revise any certificate, determination, instruction, opinion or valuation of the Employer and of the Employer’s Representative, and any decision of the DAAB relevant to the Dispute.",NON
8963,Nothing shall disqualify the natural person who has/have acted on behalf of the Employer under the Contract from being called as witness and giving evidence before the arbitrator on any matter whatsoever relevant to the Dispute.,OBLI-explain#OTHERS
8964,"In any award dealing with costs of the arbitration, the arbitrator may take account of the extent to which a Party failed to cooperate with the other Party in constituting a DAAB under Sub-Clause and Sub-Clause.",NON
8965,"Neither Party shall be limited in the proceedings before the arbitrator to the evidence or arguments previously put before the DAAB to obtain its decision, or to the reasons for dissatisfaction given in the Party’s NOD under Sub-Clause.",OBLI-direct#OTHERS
8966,Any decision of the DAAB shall be admissible in evidence in the arbitration.,NON
8967,Arbitration may be commenced before or after completion of the Works.,NON
8968,The obligations of the Parties and the DAAB shall not be altered by reason of any arbitration being conducted during the progress of the Works.,OBLI-direct#OTHERS
8969,"If an award requires a payment of an amount by one Party to the other Party, this amount shall be immediately due and payable without any Statement or Notice.",NON
8970,"In the event that a Party fails to comply with any decision of the DAAB, whether binding or final and binding, then the other Party may, without prejudice to any other rights it may have, refer the failure itself directly to arbitration under Sub-Clause in which case Sub-Clause shall not apply to this reference.",NON
8971,"The arbitral tribunal shall have the power, by way of summary or other expedited procedure, to order, whether by an interim or provisional measure or an award, the enforcement of that decision.",NON
8972,"In the case of a binding but not final decision of the DAAB, such interim or provisional measure or award shall be subject to the express reservation that the rights of the Parties as to the merits of the Dispute are reserved until they are resolved by an award.",NON
8973,"Any interim or provisional measure or award enforcing a decision of the DAAB which has not been complied with, whether such decision is binding or final and binding, may also include an order or award of damages or other relief.",NON
8974,"If a Dispute arises between the Parties in connection with, or arising out of, the Contract or the execution of the Works and there is no DAAB in place, whether by reason of the expiry of the DAAB’s appointment, the Dispute may be referred by either Party directly to arbitration under Sub-Clause without prejudice to any other rights the Party may have.",OBLI-direct#OTHERS
8975,"If an agreement or determination concerns the payment of an amount from one Party to the other Party, the Contractor shall include such an amount in the next Statement.",CONTRACTOR#OBLI-direct
8976,and the Employer shall include such amount in the next payment under Sub-Clause that follows that Statement.,EMPLOYER#OBLI-direct
